Ticker,Gap%,Close,SMA100
UUUU,-8.43,21.3685,11.149785000000001
ASTS,-8.34,66.815,51.496500000000005
BBAI,-3.81,6.48,6.179599999999999
RKLB,-3.72,58.74,44.91375
