Ticker,Gap%,Close,SMA100
UUUU,-10.07,20.51,10.650900000000002
ASTS,-6.85,83.96,49.93305
BBAI,-2.6,7.12,6.0881
RDDT,-1.91,191.9325,185.66372499999997
RKLB,-1.66,64.96,43.816449999999996
VST,-1.3,203.12,193.90659
